episode,score,epsilon,steps,alpha,end_reason
636,0,0.6449113198681111,16,0.01,crash
637,1,0.6444659847416936,8,0.01,crash
638,0,0.6440209571356571,20,0.01,crash
639,1,0.6435762368376475,15,0.01,crash
640,2,0.6431318236354572,26,0.01,crash
641,0,0.6426877173170251,7,0.01,crash
642,0,0.6422439176704366,12,0.01,crash
643,0,0.6418004244839236,26,0.01,crash
644,0,0.6413572375458639,27,0.01,crash
645,1,0.6409143566447818,36,0.01,crash
646,0,0.6404717815693474,18,0.01,crash
647,2,0.6400295121083766,68,0.01,crash
648,1,0.6395875480508314,52,0.01,crash
649,1,0.6391458891858195,51,0.01,crash
650,3,0.6387045353025941,27,0.01,crash
651,2,0.6382634861905541,23,0.01,crash
652,0,0.6378227416392436,21,0.01,crash
653,1,0.6373823014383522,19,0.01,crash
654,0,0.6369421653777146,10,0.01,crash
655,2,0.6365023332473109,41,0.01,crash
656,1,0.6360628048372657,52,0.01,crash
657,1,0.6356235799378492,24,0.01,crash
658,0,0.6351846583394759,10,0.01,crash
659,1,0.6347460398327053,16,0.01,crash
660,1,0.6343077242082412,24,0.01,crash
661,1,0.6338697112569325,7,0.01,crash
662,1,0.6334320007697719,14,0.01,crash
663,0,0.6329945925378969,10,0.01,crash
664,0,0.632557486352589,13,0.01,crash
665,0,0.6321206820052738,9,0.01,crash
666,0,0.6316841792875211,9,0.01,crash
667,2,0.6312479779910445,66,0.01,crash
668,0,0.6308120779077013,74,0.01,crash
669,0,0.630376478829493,26,0.01,crash
670,1,0.6299411805485642,38,0.01,crash
671,0,0.6295061828572033,18,0.01,crash
672,0,0.629071485547842,20,0.01,crash
673,1,0.6286370884130554,16,0.01,crash
674,0,0.6282029912455621,20,0.01,crash
675,0,0.6277691938382234,26,0.01,crash
676,1,0.6273356959840438,14,0.01,crash
677,0,0.6269024974761709,23,0.01,crash
678,0,0.6264695981078948,31,0.01,crash
679,1,0.6260369976726488,33,0.01,crash
680,0,0.6256046959640083,30,0.01,crash
681,0,0.6251726927756917,15,0.01,crash
682,0,0.6247409879015595,34,0.01,crash
683,1,0.624309581135615,30,0.01,crash
684,1,0.6238784722720032,15,0.01,crash
685,0,0.6234476611050117,10,0.01,crash
686,1,0.6230171474290699,34,0.01,crash
687,0,0.6225869310387492,23,0.01,crash
688,0,0.6221570117287629,17,0.01,crash
689,0,0.6217273892939661,43,0.01,crash
690,0,0.6212980635293555,12,0.01,crash
691,0,0.6208690342300692,13,0.01,crash
692,0,0.6204403011913872,16,0.01,crash
693,0,0.6200118642087302,27,0.01,crash
694,0,0.619583723077661,22,0.01,crash
695,0,0.6191558775938828,37,0.01,crash
696,0,0.6187283275532404,7,0.01,crash
697,1,0.6183010727517192,14,0.01,crash
698,0,0.6178741129854458,25,0.01,crash
699,0,0.6174474480506874,7,0.01,crash
700,3,0.617021077743852,17,0.01,crash
701,0,0.616595001861488,33,0.01,crash
702,3,0.6161692202002845,44,0.01,crash
703,0,0.6157437325570709,20,0.01,crash
704,2,0.6153185387288169,35,0.01,crash
705,0,0.6148936385126323,10,0.01,crash
706,0,0.6144690317057673,10,0.01,crash
707,0,0.6140447181056117,17,0.01,crash
708,1,0.6136206975096955,70,0.01,crash
709,1,0.6131969697156885,34,0.01,crash
710,0,0.6127735345214,8,0.01,crash
711,0,0.6123503917247792,17,0.01,crash
712,1,0.6119275411239147,52,0.01,crash
713,1,0.6115049825170344,33,0.01,crash
714,0,0.6110827157025058,13,0.01,crash
715,3,0.6106607404788355,35,0.01,crash
716,1,0.610239056644669,8,0.01,crash
717,0,0.6098176639987913,16,0.01,crash
718,2,0.609396562340126,38,0.01,crash
719,0,0.6089757514677356,13,0.01,crash
720,1,0.6085552311808216,19,0.01,crash
721,2,0.6081350012787238,59,0.01,crash
722,0,0.6077150615609208,8,0.01,crash
723,0,0.6072954118270296,18,0.01,crash
724,0,0.6068760518768057,17,0.01,crash
725,1,0.6064569815101426,16,0.01,crash
726,0,0.6060382005270722,27,0.01,crash
727,4,0.6056197087277645,170,0.01,crash
728,0,0.6052015059125273,23,0.01,crash
729,2,0.6047835918818064,48,0.01,crash
730,1,0.6043659664361855,35,0.01,crash
731,2,0.6039486293763858,57,0.01,crash
732,0,0.6035315805032664,30,0.01,crash
733,3,0.6031148196178235,61,0.01,crash
734,2,0.6026983465211911,57,0.01,crash
735,0,0.6022821610146404,9,0.01,crash
736,3,0.6018662628995797,33,0.01,crash
737,0,0.6014506519775545,16,0.01,crash
738,3,0.6010353280502476,35,0.01,crash
739,0,0.6006202909194784,11,0.01,crash
740,0,0.6002055403872033,8,0.01,crash
741,0,0.5997910762555154,7,0.01,crash
742,0,0.5993768983266445,32,0.01,crash
743,1,0.5989630064029571,9,0.01,crash
744,1,0.5985494002869559,10,0.01,crash
745,0,0.5981360797812801,28,0.01,crash
746,0,0.5977230446887053,23,0.01,crash
747,0,0.5973102948121431,11,0.01,crash
748,3,0.5968978299546415,45,0.01,crash
749,0,0.596485649919384,15,0.01,crash
750,1,0.5960737545096905,22,0.01,crash
751,1,0.5956621435290164,59,0.01,crash
752,3,0.595250816780953,41,0.01,crash
753,1,0.5948397740692273,99,0.01,crash
754,0,0.5944290151977014,17,0.01,crash
755,1,0.5940185399703733,20,0.01,crash
756,0,0.5936083481913763,47,0.01,crash
757,0,0.5931984396649786,16,0.01,crash
758,0,0.592788814195584,9,0.01,crash
759,2,0.5923794715877312,105,0.01,crash
760,1,0.5919704116460937,24,0.01,crash
761,1,0.5915616341754799,13,0.01,crash
762,1,0.5911531389808334,50,0.01,crash
763,1,0.590744925867232,17,0.01,crash
764,0,0.5903369946398884,10,0.01,crash
765,0,0.5899293451041497,48,0.01,crash
766,4,0.5895219770654975,89,0.01,crash
767,0,0.5891148903295474,9,0.01,crash
768,0,0.5887080847020497,20,0.01,crash
769,0,0.5883015599888886,52,0.01,crash
770,1,0.5878953159960821,43,0.01,crash
771,1,0.5874893525297827,45,0.01,crash
772,1,0.5870836693962764,18,0.01,crash
773,0,0.5866782664019831,18,0.01,crash
774,0,0.5862731433534561,40,0.01,crash
775,1,0.5858683000573827,13,0.01,crash
776,0,0.5854637363205834,8,0.01,crash
777,1,0.5850594519500121,43,0.01,crash
778,2,0.5846554467527562,46,0.01,crash
779,3,0.584251720536036,30,0.01,crash
780,0,0.5838482731072054,10,0.01,crash
781,0,0.583445104273751,52,0.01,crash
782,1,0.5830422138432921,31,0.01,crash
783,0,0.5826396016235815,13,0.01,crash
784,0,0.5822372674225041,11,0.01,crash
785,1,0.581835211048078,19,0.01,crash
786,0,0.5814334323084535,31,0.01,crash
787,0,0.5810319310119133,14,0.01,crash
788,0,0.580630706966873,10,0.01,crash
789,0,0.5802297599818801,24,0.01,crash
790,2,0.5798290898656142,29,0.01,crash
791,1,0.5794286964268874,64,0.01,crash
792,0,0.5790285794746436,25,0.01,crash
793,0,0.5786287388179585,29,0.01,crash
794,0,0.57822917426604,44,0.01,crash
795,1,0.5778298856282275,11,0.01,crash
796,1,0.577430872713992,36,0.01,crash
797,0,0.5770321353329362,25,0.01,crash
798,0,0.5766336732947942,53,0.01,crash
799,0,0.5762354864094317,31,0.01,crash
800,0,0.5758375744868454,109,0.01,crash
801,0,0.5754399373371634,58,0.01,crash
802,0,0.5750425747706447,24,0.01,crash
803,1,0.5746454865976797,26,0.01,crash
804,0,0.5742486726287893,24,0.01,crash
805,3,0.5738521326746255,19,0.01,crash
806,1,0.573455866545971,43,0.01,crash
807,0,0.5730598740537391,14,0.01,crash
808,1,0.5726641550089739,41,0.01,crash
809,1,0.5722687092228497,7,0.01,crash
810,1,0.5718735365066712,15,0.01,crash
811,3,0.5714786366718736,58,0.01,crash
812,0,0.5710840095300223,5,0.01,crash
813,0,0.5706896548928125,14,0.01,crash
814,1,0.5702955725720699,10,0.01,crash
815,1,0.5699017623797497,24,0.01,crash
816,2,0.5695082241279372,47,0.01,crash
817,1,0.5691149576288476,15,0.01,crash
818,0,0.5687219626948253,51,0.01,crash
819,0,0.5683292391383449,7,0.01,crash
820,1,0.56793678677201,7,0.01,crash
821,3,0.5675446054085537,72,0.01,crash
822,1,0.5671526948608385,40,0.01,crash
823,2,0.5667610549418562,9,0.01,crash
824,3,0.5663696854647278,57,0.01,crash
825,3,0.5659785862427029,59,0.01,crash
826,1,0.5655877570891605,8,0.01,crash
827,2,0.5651971978176082,73,0.01,crash
828,2,0.5648069082416827,38,0.01,crash
829,0,0.564416888175149,8,0.01,crash
830,2,0.564027137431901,48,0.01,crash
831,0,0.563637655825961,21,0.01,crash
832,1,0.5632484431714797,14,0.01,crash
833,2,0.5628594992827362,35,0.01,crash
834,0,0.5624708239741377,23,0.01,crash
835,0,0.5620824170602199,7,0.01,crash
836,1,0.5616942783556461,51,0.01,crash
837,0,0.561306407675208,10,0.01,crash
838,1,0.560918804833825,18,0.01,crash
839,0,0.5605314696465442,27,0.01,crash
840,2,0.5601444019285406,21,0.01,crash
841,0,0.5597576014951169,10,0.01,crash
842,1,0.559371068161703,10,0.01,crash
843,1,0.5589848017438566,16,0.01,crash
844,1,0.5585988020572625,14,0.01,crash
845,2,0.558213068917733,70,0.01,crash
846,0,0.5578276021412075,11,0.01,crash
847,0,0.5574424015437525,14,0.01,crash
848,3,0.5570574669415614,53,0.01,crash
849,1,0.5566727981509547,89,0.01,crash
850,2,0.5562883949883797,32,0.01,crash
851,2,0.5559042572704104,31,0.01,crash
852,3,0.5555203848137474,65,0.01,crash
853,3,0.555136777435218,28,0.01,crash
854,4,0.5547534349517761,77,0.01,crash
855,1,0.5543703571805015,31,0.01,crash
856,1,0.553987543938601,84,0.01,crash
857,2,0.553604995043407,26,0.01,crash
858,1,0.5532227103123785,18,0.01,crash
859,1,0.5528406895631003,27,0.01,crash
860,2,0.5524589326132833,20,0.01,crash
861,1,0.5520774392807641,16,0.01,crash
862,3,0.5516962093835054,26,0.01,crash
863,1,0.5513152427395952,105,0.01,crash
864,1,0.5509345391672474,19,0.01,crash
865,3,0.5505540984848014,66,0.01,crash
866,3,0.5501739205107219,66,0.01,crash
867,1,0.5497940050635991,43,0.01,crash
868,3,0.5494143519621484,96,0.01,crash
869,3,0.5490349610252104,59,0.01,crash
870,0,0.548655832071751,8,0.01,crash
871,0,0.5482769649208606,5,0.01,crash
872,0,0.5478983593917551,9,0.01,crash
873,1,0.5475200153037748,8,0.01,crash
874,1,0.547141932476385,43,0.01,crash
875,2,0.5467641107291756,36,0.01,crash
876,3,0.5463865498818611,38,0.01,crash
877,0,0.5460092497542804,12,0.01,crash
878,0,0.545632210166397,10,0.01,crash
879,0,0.5452554309382984,10,0.01,crash
880,1,0.5448789118901968,59,0.01,crash
881,0,0.544502652842428,20,0.01,crash
882,1,0.5441266536154524,35,0.01,crash
883,0,0.543750914029854,23,0.01,crash
884,0,0.5433754339063408,15,0.01,crash
885,0,0.5430002130657448,14,0.01,crash
886,0,0.5426252513290213,24,0.01,crash
887,0,0.5422505485172496,23,0.01,crash
888,2,0.5418761044516326,100,0.01,crash
889,1,0.5415019189534963,9,0.01,crash
890,2,0.5411279918442904,19,0.01,crash
891,0,0.5407543229455877,85,0.01,crash
892,0,0.5403809120790843,10,0.01,crash
893,1,0.5400077590665996,32,0.01,crash
894,0,0.5396348637300756,16,0.01,crash
895,1,0.5392622258915777,16,0.01,crash
896,2,0.5388898453732939,65,0.01,crash
897,2,0.538517721997535,38,0.01,crash
898,1,0.5381458555867347,36,0.01,crash
899,3,0.5377742459634491,47,0.01,crash
900,0,0.537402892950357,26,0.01,crash
901,2,0.5370317963702597,30,0.01,crash
902,0,0.5366609560460804,19,0.01,crash
903,1,0.5362903718008651,74,0.01,crash
904,0,0.5359200434577819,19,0.01,crash
905,0,0.5355499708401207,32,0.01,crash
906,0,0.5351801537712937,13,0.01,crash
907,2,0.5348105920748351,39,0.01,crash
908,1,0.5344412855744006,39,0.01,crash
909,0,0.5340722340937681,11,0.01,crash
910,2,0.5337034374568369,50,0.01,crash
911,1,0.533334895487628,47,0.01,crash
912,0,0.532966608010284,8,0.01,crash
913,0,0.5325985748490687,8,0.01,crash
914,2,0.5322307958283675,31,0.01,crash
915,0,0.531863270772687,41,0.01,crash
916,0,0.5314959995066549,13,0.01,crash
917,1,0.5311289818550201,16,0.01,crash
918,3,0.5307622176426525,70,0.01,crash
919,1,0.5303957066945428,25,0.01,crash
920,0,0.5300294488358028,16,0.01,crash
921,2,0.5296634438916649,16,0.01,crash
922,1,0.5292976916874821,68,0.01,crash
923,0,0.5289321920487281,9,0.01,crash
924,3,0.5285669448009972,58,0.01,crash
925,0,0.5282019497700041,56,0.01,crash
926,2,0.5278372067815837,48,0.01,crash
927,0,0.5274727156616915,16,0.01,crash
928,0,0.5271084762364028,21,0.01,crash
929,0,0.5267444883319131,17,0.01,crash
930,1,0.5263807517745381,47,0.01,crash
931,3,0.5260172663907133,31,0.01,crash
932,3,0.525654032006994,79,0.01,crash
933,1,0.5252910484500554,16,0.01,crash
934,2,0.5249283155466923,35,0.01,crash
935,1,0.5245658331238191,19,0.01,crash
936,0,0.5242036010084699,14,0.01,crash
937,0,0.5238416190277979,14,0.01,crash
938,0,0.523479887009076,29,0.01,crash
939,1,0.5231184047796962,27,0.01,crash
940,0,0.5227571721671697,6,0.01,crash
941,1,0.5223961889991268,14,0.01,crash
942,1,0.5220354551033168,38,0.01,crash
943,2,0.5216749703076082,57,0.01,crash
944,1,0.521314734439988,14,0.01,crash
945,0,0.5209547473285622,32,0.01,crash
946,1,0.5205950088015554,69,0.01,crash
947,5,0.5202355186873109,111,0.01,crash
948,1,0.5198762768142905,22,0.01,crash
949,0,0.5195172830110745,10,0.01,crash
950,3,0.5191585371063614,57,0.01,crash
951,1,0.5188000389289682,28,0.01,crash
952,0,0.5184417883078299,97,0.01,crash
953,3,0.5180837850719999,74,0.01,crash
954,1,0.5177260290506495,22,0.01,crash
955,0,0.5173685200730678,13,0.01,crash
956,3,0.517011257968662,51,0.01,crash
957,1,0.5166542425669571,37,0.01,crash
958,0,0.5162974736975958,19,0.01,crash
959,1,0.5159409511903383,21,0.01,crash
960,1,0.5155846748750624,30,0.01,crash
961,0,0.5152286445817635,15,0.01,crash
962,2,0.5148728601405544,69,0.01,crash
963,0,0.5145173213816651,12,0.01,crash
964,1,0.5141620281354427,20,0.01,crash
965,1,0.5138069802323517,24,0.01,crash
966,0,0.5134521775029738,29,0.01,crash
967,2,0.5130976197780073,24,0.01,crash
968,2,0.5127433068882675,40,0.01,crash
969,2,0.5123892386646868,31,0.01,crash
970,0,0.5120354149383141,10,0.01,crash
971,1,0.511681835540315,75,0.01,crash
972,0,0.5113285003019717,12,0.01,crash
973,0,0.5109754090546831,28,0.01,crash
974,4,0.5106225616299641,139,0.01,crash
975,0,0.5102699578594463,43,0.01,crash
976,1,0.5099175975748774,9,0.01,crash
977,0,0.5095654806081216,9,0.01,crash
978,0,0.5092136067911586,21,0.01,crash
979,0,0.5088619759560846,9,0.01,crash
980,1,0.5085105879351117,20,0.01,crash
981,3,0.5081594425605678,13,0.01,crash
982,0,0.5078085396648965,42,0.01,crash
983,1,0.5074578790806571,30,0.01,crash
984,3,0.5071074606405247,59,0.01,crash
985,0,0.5067572841772897,16,0.01,crash
986,0,0.5064073495238582,23,0.01,crash
987,3,0.5060576565132516,41,0.01,crash
988,1,0.5057082049786066,14,0.01,crash
989,0,0.505358994753175,49,0.01,crash
990,3,0.505010025670324,71,0.01,crash
991,1,0.5046612975635357,26,0.01,crash
992,0,0.5043128102664072,6,0.01,crash
993,0,0.5039645636126504,26,0.01,crash
994,0,0.5036165574360922,23,0.01,crash
995,6,0.5032687915706743,47,0.01,crash
996,1,0.5029212658504528,34,0.01,crash
997,1,0.5025739801095988,33,0.01,crash
998,1,0.5022269341823974,16,0.01,crash
999,4,0.5018801279032487,96,0.01,crash
1000,0,0.5015335611066666,7,0.01,crash
1001,0,0.5011872336272796,62,0.01,crash
1002,0,0.5008411452998304,31,0.01,crash
1003,1,0.5004952959591756,27,0.01,crash
1004,1,0.5001496854402862,23,0.01,crash
1005,1,0.4998043135782466,13,0.01,crash
1006,1,0.4994591802082557,24,0.01,crash
1007,0,0.4991142851656258,9,0.01,crash
1008,1,0.49876962828578303,62,0.01,crash
1009,0,0.4984252094042672,7,0.01,crash
1010,0,0.4980810283567317,12,0.01,crash
1011,0,0.4977370849789433,89,0.01,crash
1012,3,0.49739337910678233,76,0.01,crash
1013,3,0.49704991057624226,80,0.01,crash
1014,1,0.49670667922343,28,0.01,crash
1015,4,0.4963636848845655,89,0.01,crash
1016,0,0.4960209273959819,14,0.01,crash
1017,0,0.4956784065941253,8,0.01,crash
1018,0,0.4953361223155548,20,0.01,crash
1019,0,0.49499407439694226,12,0.01,crash
1020,2,0.49465226267507245,52,0.01,crash
1021,0,0.4943106869868427,13,0.01,crash
1022,0,0.4939693471692631,19,0.01,crash
1023,1,0.49362824305945624,10,0.01,crash
1024,0,0.49328737449465715,23,0.01,crash
1025,0,0.49294674131221333,20,0.01,crash
1026,0,0.49260634334958453,14,0.01,crash
1027,0,0.4922661804443428,43,0.01,crash
1028,3,0.4919262524341722,59,0.01,crash
1029,0,0.4915865591568691,24,0.01,crash
1030,5,0.49124710045034176,86,0.01,crash
1031,0,0.4909078761526104,7,0.01,crash
1032,6,0.490568886101807,68,0.01,crash
1033,1,0.49023013013617545,9,0.01,crash
1034,0,0.4898916080940713,26,0.01,crash
1035,3,0.4895533198139616,77,0.01,crash
1036,1,0.48921526513442515,68,0.01,crash
1037,1,0.48887744389415205,12,0.01,crash
1038,0,0.4885398559319439,7,0.01,crash
1039,1,0.4882025010867135,57,0.01,crash
1040,1,0.48786537919748496,52,0.01,crash
1041,1,0.4875284901033936,11,0.01,crash
1042,3,0.48719183364368573,46,0.01,crash
1043,2,0.48685540965771873,22,0.01,crash
1044,3,0.48651921798496084,75,0.01,crash
1045,3,0.4861832584649912,32,0.01,crash
1046,1,0.48584753093749977,18,0.01,crash
1047,0,0.4855120352422871,20,0.01,crash
1048,0,0.48517677121926445,6,0.01,crash
1049,0,0.4848417387084536,22,0.01,crash
1050,0,0.4845069375499868,6,0.01,crash
1051,0,0.4841723675841067,8,0.01,crash
1052,0,0.48383802865116626,13,0.01,crash
1053,1,0.48350392059162867,31,0.01,crash
1054,1,0.4831700432460673,30,0.01,crash
1055,5,0.4828363964551657,49,0.01,crash
1056,0,0.48250298005971726,13,0.01,crash
1057,0,0.4821697939006254,15,0.01,crash
1058,2,0.48183683781890346,69,0.01,crash
1059,2,0.4815041116556744,37,0.01,crash
1060,0,0.4811716152521711,7,0.01,crash
1061,0,0.4808393484497359,9,0.01,crash
1062,3,0.4805073110898208,87,0.01,crash
1063,2,0.48017550301398726,42,0.01,crash
1064,2,0.47984392406390614,28,0.01,crash
1065,3,0.47951257408135756,64,0.01,crash
1066,2,0.47918145290823105,17,0.01,crash
1067,2,0.47885056038652524,21,0.01,crash
1068,2,0.4785198963583478,42,0.01,crash
1069,0,0.47818946066591556,15,0.01,crash
1070,2,0.4778592531515542,37,0.01,crash
1071,0,0.4775292736576983,9,0.01,crash
1072,5,0.4771995220268913,91,0.01,crash
1073,1,0.4768699981017853,68,0.01,crash
1074,0,0.4765407017251412,8,0.01,crash
1075,0,0.4762116327398282,25,0.01,crash
1076,3,0.4758827909888243,39,0.01,crash
1077,5,0.47555417631521574,69,0.01,crash
1078,1,0.4752257885621972,10,0.01,crash
1079,2,0.47489762757307163,16,0.01,crash
1080,0,0.47456969319125014,7,0.01,crash
1081,1,0.474241985260252,49,0.01,crash
1082,5,0.47391450362370463,52,0.01,crash
1083,1,0.47358724812534325,11,0.01,crash
1084,1,0.4732602186090111,21,0.01,crash
1085,0,0.4729334149186592,8,0.01,crash
1086,2,0.47260683689834637,42,0.01,crash
1087,4,0.47228048439223913,66,0.01,crash
1088,0,0.47195435724461154,22,0.01,crash
1089,1,0.47162845529984526,27,0.01,crash
1090,3,0.47130277840242935,49,0.01,crash
1091,1,0.4709773263969603,11,0.01,crash
1092,0,0.47065209912814193,7,0.01,crash
1093,1,0.47032709644078524,24,0.01,crash
1094,1,0.4700023181798084,29,0.01,crash
1095,0,0.46967776419023677,16,0.01,crash
1096,1,0.46935343431720256,55,0.01,crash
1097,0,0.4690293284059451,9,0.01,crash
1098,0,0.4687054463018104,30,0.01,crash
1099,0,0.46838178785025136,13,0.01,crash
1100,1,0.4680583528968277,40,0.01,crash
1101,0,0.4677351412872056,7,0.01,crash
1102,0,0.467412152867158,8,0.01,crash
1103,1,0.4670893874825641,14,0.01,crash
1104,3,0.4667668449794098,35,0.01,crash
1105,1,0.46644452520378715,39,0.01,crash
1106,1,0.4661224280018946,23,0.01,crash
1107,1,0.46580055322003666,6,0.01,crash
1108,0,0.46547890070462417,9,0.01,crash
1109,0,0.46515747030217386,16,0.01,crash
1110,0,0.46483626185930854,42,0.01,crash
1111,1,0.4645152752227569,31,0.01,crash
1112,0,0.46419451023935343,20,0.01,crash
1113,0,0.46387396675603854,9,0.01,crash
1114,0,0.46355364461985815,14,0.01,crash
1115,0,0.4632335436779639,15,0.01,crash
1116,1,0.4629136637776129,42,0.01,crash
1117,1,0.4625940047661678,60,0.01,crash
1118,0,0.46227456649109666,22,0.01,crash
1119,0,0.46195534879997285,23,0.01,crash
1120,1,0.461636351540475,34,0.01,crash
1121,0,0.4613175745603869,37,0.01,crash
1122,0,0.4609990177075975,65,0.01,crash
1123,0,0.4606806808301007,11,0.01,crash
1124,0,0.4603625637759955,19,0.01,crash
1125,0,0.4600446663934856,7,0.01,crash
1126,0,0.45972698853087973,24,0.01,crash
1127,0,0.45940953003659124,6,0.01,crash
1128,0,0.4590922907591382,10,0.01,crash
1129,1,0.4587752705471433,55,0.01,crash
1130,0,0.4584584692493337,7,0.01,crash
1131,2,0.45814188671454104,52,0.01,crash
1132,1,0.4578255227917014,12,0.01,crash
1133,1,0.45750937732985514,53,0.01,crash
1134,0,0.45719345017814683,28,0.01,crash
1135,3,0.45687774118582525,76,0.01,crash
1136,1,0.4565622502022433,28,0.01,crash
1137,0,0.45624697707685785,11,0.01,crash
1138,0,0.4559319216592298,7,0.01,crash
1139,5,0.4556170837990238,99,0.01,crash
1140,1,0.45530246334600855,16,0.01,crash
1141,4,0.45498806015005616,44,0.01,crash
1142,1,0.45467387406114274,22,0.01,crash
1143,4,0.45435990492934775,48,0.01,crash
1144,0,0.4540461526048543,14,0.01,crash
1145,1,0.453732616937949,57,0.01,crash
1146,3,0.4534192977790216,39,0.01,crash
1147,1,0.4531061949785655,26,0.01,crash
1148,0,0.45279330838717713,28,0.01,crash
1149,0,0.4524806378555561,9,0.01,crash
1150,0,0.45216818323450514,13,0.01,crash
1151,0,0.45185594437493004,43,0.01,crash
1152,2,0.4515439211278395,44,0.01,crash
1153,3,0.4512321133443451,81,0.01,crash
1154,2,0.4509205208756613,39,0.01,crash
1155,1,0.4506091435731053,45,0.01,crash
1156,2,0.4502979812880968,70,0.01,crash
1157,1,0.44998703387215827,26,0.01,crash
1158,0,0.4496763011769147,21,0.01,crash
